Calendar year,Month,ABS remoteness area,Cause of injury,Age group,Sex,Road user,Counterparty,Count of cases,Bed days,Died_cases,Died_bed_days,Hospitalisations
2019,August,Missing,Traffic,65-74,Female,Pedestrian,"Car, pick-up truck or van",2,9,,,2
2019,August,Missing,Traffic,75+,Female,Car passenger,"Car, pick-up truck or van",1,7,,,1
2019,August,Missing,Traffic,75+,Male,Pedestrian,"Car, pick-up truck or van",,11,,,0
2019,August,Missing,Traffic,8-16,Female,Car passenger,"Car, pick-up truck or van",1,1,,,1
2019,August,Missing,Unknown traffic,17-25,Female,Not applicable,Not applicable,1,1,,,1
2019,August,Missing,Unknown traffic,26-39,Female,Not applicable,Not applicable,2,7,,,2
2019,August,Missing,Unknown traffic,26-39,Male,Not applicable,Not applicable,2,2,,,2
2019,August,Missing,Unknown traffic,40-64,Female,Not applicable,Not applicable,2,9,,,2
2019,August,Missing,Unknown traffic,40-64,Male,Not applicable,Not applicable,1,53,,,1
2019,August,Missing,Unknown traffic,65-74,Female,Not applicable,Not applicable,1,3,,,1
2019,August,Regional,All other trauma events,0-7,Female,Not applicable,Not applicable,317,474,1,1,316
2019,August,Regional,All other trauma events,0-7,Male,Not applicable,Not applicable,436,665,,,436
2019,August,Regional,All other trauma events,17-25,Female,Not applicable,Not applicable,439,844,,,439
2019,August,Regional,All other trauma events,17-25,Male,Not applicable,Not applicable,859,1314,,,859
2019,August,Regional,All other trauma events,26-39,Female,Not applicable,Not applicable,595,1035,,12,595
2019,August,Regional,All other trauma events,26-39,Male,Not applicable,Not applicable,1048,2175,1,5,1047
2019,August,Regional,All other trauma events,40-64,Female,Not applicable,Not applicable,1224,3803,2,6,1222
2019,August,Regional,All other trauma events,40-64,Male,Not applicable,Not applicable,1654,5123,3,34,1651
2019,August,Regional,All other trauma events,40-64,intersex or indeterminate or missing,Not applicable,Not applicable,1,1,,,1
2019,August,Regional,All other trauma events,65-74,Female,Not applicable,Not applicable,686,4265,3,20,683
2019,August,Regional,All other trauma events,65-74,Male,Not applicable,Not applicable,605,3471,4,17,601
2019,August,Regional,All other trauma events,75+,Female,Not applicable,Not applicable,1676,16914,20,216,1656
2019,August,Regional,All other trauma events,75+,Male,Not applicable,Not applicable,1103,10708,30,313,1073
2019,August,Regional,All other trauma events,8-16,Female,Not applicable,Not applicable,364,505,,,364
2019,August,Regional,All other trauma events,8-16,Male,Not applicable,Not applicable,597,935,,,597
2019,August,Regional,Medical events,0-7,Female,Not applicable,Not applicable,4118,11560,4,10,4114
2019,August,Regional,Medical events,0-7,Male,Not applicable,Not applicable,5479,14458,7,12,5472
